city,bedrooms,bathrooms,square_feet,year_built,price
Indianapolis,6,2,3477,1933,443404.9
Columbus,2,1,1057,1953,144626.7
Miami,6,5,3623,1955,1070284.62
New York,4,2,3584,2008,1559391.41
Jacksonville,5,3,1387,1946,286244.45
San Jose,2,1,887,1966,446572.38
San Francisco,2,1,2256,1958,977902.5
Houston,2,1,2220,1946,321757.1
Houston,3,2,3893,2013,626353.01
San Antonio,4,3,3287,1974,507087.43
San Antonio,1,1,1944,1985,275167.07
Los Angeles,5,4,1522,1931,721444.76
New York,6,5,2308,1996,1379652.15
New York,1,1,2778,1980,980505.95
San Jose,2,1,3913,1989,1463437.67
San Diego,4,3,1376,1928,552863.82
Houston,1,1,2545,1956,340322.95
San Francisco,5,2,1355,1956,843490.39
Chicago,2,1,3326,1934,506426.59
San Jose,5,3,2820,1957,1353125.64
Austin,2,1,909,1942,298026.45
San Diego,3,1,885,1979,403674.03
Indianapolis,5,1,1981,1944,286593.8
Dallas,5,3,2944,1925,524102.1
Dallas,3,2,3386,1924,516525.92
Philadelphia,4,1,3999,1986,663194.25
Philadelphia,6,5,3532,1973,743566.6
Philadelphia,3,2,4642,1994,790294.05
Chicago,1,1,3324,1920,484821.45
Los Angeles,3,1,1514,2014,682118.46
San Antonio,6,5,2770,1997,537757.14
Charlotte,6,2,3446,1938,645236.35
Dallas,6,1,1239,1981,377652.72
San Jose,4,3,4993,2002,2058636.71
New York,1,1,4780,1999,1603760.34
Los Angeles,5,1,3728,1981,1326318.35
New York,1,1,760,1982,378280.16
Dallas,1,1,1767,2011,306453.03
Fort Worth,2,1,824,1997,190206.48
Dallas,2,1,521,2004,177106.27
Phoenix,6,1,3252,1975,606934.18
San Diego,6,1,2341,1990,930118.11
San Antonio,2,1,3930,1958,456631.09
Miami,2,1,1465,2001,443511.36
Jacksonville,5,2,3735,1955,553799.14
Fort Worth,5,3,1397,1948,337809.21
Los Angeles,2,1,4697,1980,1353431.76
Jacksonville,3,1,4904,1982,630494.12
Denver,4,3,897,1989,391544.28
Columbus,5,2,3272,1934,440415.0
San Diego,4,3,2484,1959,875367.22
Jacksonville,1,1,1654,1957,216743.18
San Antonio,4,1,4387,1936,585131.81
San Diego,4,1,3845,2002,1161594.85
Seattle,3,1,2809,1995,874980.02
Austin,5,3,2930,1981,921565.76
San Francisco,1,1,3505,1925,1155255.09
Indianapolis,1,1,4186,1971,428881.7
New York,6,5,2362,1920,1128911.46
Charlotte,6,3,683,1978,323366.74
Jacksonville,3,1,2062,1933,290197.02
San Antonio,2,1,4562,1954,538395.51
San Diego,4,2,2648,1972,867089.65
Jacksonville,5,4,3650,1958,547116.97
New York,2,1,4233,1943,1439671.8
Los Angeles,1,1,1880,2002,641680.49
Seattle,1,1,4093,2022,1133516.42
San Jose,3,1,2656,1920,982856.56
Los Angeles,5,2,1587,2008,872808.3
San Jose,5,4,4414,1923,1791111.75
New York,4,2,545,1988,547784.27
Columbus,1,1,4079,1932,402536.34
Charlotte,4,3,2045,1992,456236.85
Denver,2,1,4446,1983,931414.92
Dallas,4,3,1212,1945,310924.74
Charlotte,3,2,2534,2011,505670.28
Chicago,3,1,4638,2001,803618.44
Charlotte,3,2,4064,2012,715453.1
New York,5,1,3071,2003,1316406.76
Phoenix,6,4,3198,1991,659119.28
Chicago,5,4,3944,2012,858709.65
Indianapolis,2,1,4365,1989,475041.38
Phoenix,2,1,554,1934,114611.37
Phoenix,1,1,1993,1987,344329.83
Houston,6,2,4757,1921,720768.93
Indianapolis,1,1,772,1928,84735.28
San Jose,6,4,2936,2001,1496901.27
New York,4,3,531,1944,506706.28
Austin,6,4,626,1947,506311.08
Houston,2,1,4270,1999,593461.59
Columbus,4,3,2699,2018,421756.64
Los Angeles,4,1,669,2014,532357.52
Chicago,3,2,3781,2005,722295.76
San Jose,5,3,4233,1988,1727629.08
Fort Worth,2,1,4942,1991,651058.85
Fort Worth,6,2,1957,1989,442481.67
San Antonio,1,1,2391,1934,274602.42
Denver,6,2,2575,2021,801796.08
Indianapolis,1,1,882,1978,123291.35
Los Angeles,6,4,2959,1969,1308982.1
San Jose,4,2,1644,2023,996248.13
San Diego,1,1,2813,1924,640330.84
Indianapolis,5,2,1166,1955,224748.94
Dallas,3,1,2010,2011,420177.29
Phoenix,6,3,1446,1999,434021.87
Los Angeles,5,4,1470,1995,824693.39
Columbus,6,4,1464,1944,300826.49
Houston,3,1,656,1941,154185.99
New York,4,3,3002,2005,1395917.21
San Antonio,5,2,2850,1929,412177.44
Columbus,5,2,3439,1943,431184.52
Chicago,5,2,1955,2011,494772.79
Indianapolis,2,1,1502,1992,212586.36
San Antonio,6,3,4501,1929,624444.82
San Diego,1,1,929,1962,292479.84
Columbus,4,2,1548,1935,238034.16
Jacksonville,4,1,736,2015,221560.24
Austin,4,1,1920,1925,585076.1
Houston,5,4,3666,1944,594458.4
Chicago,6,1,3607,1947,681333.17
San Francisco,3,1,4510,2002,1841715.65
Fort Worth,1,1,2405,2024,375547.49
Denver,3,1,1909,1980,525406.99
Los Angeles,1,1,2985,1986,885575.26
Jacksonville,6,4,4029,1930,590008.36
Columbus,4,2,554,1928,130526.55
Denver,2,1,1243,1978,336567.29
Indianapolis,4,3,1508,1937,240516.47
Dallas,4,3,4177,1988,698473.97
Austin,5,4,3260,1991,1097956.06
Austin,1,1,4961,2007,1164508.77
Dallas,2,1,4149,1931,587380.44
Dallas,1,1,1238,1925,174132.32
Charlotte,2,1,2912,1986,499704.03
Philadelphia,3,1,3748,2023,664631.4
Phoenix,5,2,759,2013,306038.64
New York,4,1,2019,1924,781018.42
Indianapolis,1,1,3696,1935,387334.07
Chicago,3,1,1845,1976,381942.95
Houston,6,1,1031,1964,282717.37
Jacksonville,3,1,3387,2009,482961.89
San Francisco,4,1,4056,1998,1775449.95
Columbus,1,1,1212,1976,160538.72
Indianapolis,2,1,2895,1983,336537.63
Jacksonville,2,1,4239,1939,488541.74
San Antonio,6,1,3586,1926,490958.61
Fort Worth,4,1,4044,1983,644004.09
Seattle,5,3,4980,2004,1554333.01
Dallas,5,1,3107,1959,543423.69
Los Angeles,6,1,3349,2022,1396788.15
Chicago,5,3,855,1972,350878.1
Houston,6,3,1686,1998,435208.73
Fort Worth,3,2,4429,2014,672018.06
Chicago,2,1,4777,2021,805122.03
Philadelphia,4,3,2469,1945,449726.16
Austin,3,1,723,1995,354576.88
Columbus,6,2,4221,1971,554148.87
Los Angeles,5,2,2439,1947,933780.95
Denver,4,2,3928,1954,907306.39
Seattle,4,2,3345,1968,1002270.1
San Diego,5,4,1409,1953,676015.85
San Diego,4,3,935,1999,525856.46
San Francisco,1,1,3789,1959,1345757.59
Los Angeles,5,1,1305,1964,633239.28
Philadelphia,5,4,763,1968,296659.33
Fort Worth,3,2,4377,2018,671391.67
San Jose,1,1,4858,1993,1651659.05
Los Angeles,3,2,2568,1987,980097.53
Indianapolis,3,2,3536,1939,417873.96
Austin,2,1,4031,1974,959119.97
Indianapolis,2,1,2119,1929,231574.95
San Diego,2,1,4619,1952,1110172.99
Houston,6,1,3201,1922,495332.32
Jacksonville,3,2,3856,1925,496207.42
Seattle,3,1,2238,1952,634547.16
Fort Worth,2,1,574,1983,143808.92
San Antonio,1,1,1102,1939,138493.05
Phoenix,2,1,3249,1927,485997.15
San Francisco,4,2,555,1980,592446.17
Miami,3,1,3847,2002,949183.87
Fort Worth,4,1,3554,1930,494963.53
Charlotte,5,1,791,1952,248802.48
New York,1,1,2751,1928,818915.64
Miami,6,4,1962,1947,757278.88
Denver,4,1,4757,2000,1121530.6
Phoenix,5,4,4771,1941,837471.48
Jacksonville,2,1,1035,2021,217201.1
San Francisco,5,2,1949,1928,1011755.27
Denver,5,3,4039,1958,939306.19
San Francisco,5,1,4683,1995,2009707.61
Indianapolis,4,3,3742,1989,469707.35
San Diego,3,1,1037,1981,437559.39
New York,6,1,3634,1931,1447843.96
San Jose,2,1,4679,1938,1519376.37
Phoenix,3,1,4805,1979,729512.67
Philadelphia,6,2,4653,2008,865819.91
New York,4,2,897,1934,532918.4
Jacksonville,6,5,1599,1964,373428.26
Denver,1,1,723,1968,196900.32
Seattle,3,1,4315,1947,1119380.59
Philadelphia,5,3,3156,1944,560085.49
New York,3,2,942,2004,600870.58
Seattle,2,1,3336,2003,913378.45
Chicago,2,1,1837,1997,359836.84
Jacksonville,1,1,2274,2020,329265.01
Phoenix,5,2,3239,1961,574445.27
Dallas,5,3,1932,1922,424630.36
Miami,1,1,4834,1930,1038074.52
San Francisco,1,1,1755,1988,739297.43
San Antonio,6,4,2180,1966,427571.75
Jacksonville,5,3,2932,1986,490138.41
Fort Worth,1,1,2656,1999,406473.84
Chicago,2,1,4075,2010,740524.98
Denver,3,1,4605,1949,915483.66
Fort Worth,6,2,4660,1974,784517.22
Philadelphia,5,3,840,1999,316657.73
Denver,5,3,2751,1969,726699.98
Seattle,5,2,4652,1966,1312896.53
San Jose,1,1,2573,1948,920927.15
Miami,4,3,4262,1969,1164846.94
Columbus,6,2,2287,2002,398362.03
Philadelphia,5,3,2608,2000,548649.35
Dallas,2,1,3204,1928,459055.64
Houston,2,1,626,2006,179508.36
Columbus,4,3,2465,1961,338390.68
Charlotte,4,2,3461,1956,589085.78
Chicago,2,1,3695,2018,670235.41
Jacksonville,1,1,3985,1970,466813.21
Los Angeles,3,2,1400,1941,586458.69
Miami,2,1,3479,1974,851654.9
Phoenix,4,2,3482,1944,602349.69
Dallas,2,1,1602,2011,340798.08
Seattle,6,2,2306,1975,889468.64
Seattle,1,1,3499,1938,817823.24
Columbus,3,1,1476,1971,217137.86
Denver,4,1,818,2020,382698.28
San Diego,2,1,4587,1926,1088610.9
San Antonio,5,3,2136,1953,363536.25
Indianapolis,1,1,1760,2016,227268.92
San Francisco,1,1,3441,2002,1406988.01
San Antonio,3,2,4060,1927,485145.36
Seattle,2,1,4130,1970,1032786.82
Austin,4,2,1791,2015,707740.37
Miami,4,3,4835,1986,1277733.92
Philadelphia,1,1,2357,1967,344694.97
Phoenix,4,3,4390,1994,797303.4
Philadelphia,2,1,2646,1931,390675.09
San Antonio,2,1,2536,2001,348890.54
Denver,3,2,3485,1943,761601.68
San Diego,3,1,4295,2007,1268727.2
Philadelphia,2,1,2043,1968,353717.48
Charlotte,5,3,956,2001,348472.49
Seattle,2,1,4211,1966,1128818.32
San Jose,1,1,1982,1966,740302.44
San Antonio,6,3,1723,1954,345393.6
Phoenix,6,4,4900,2021,902627.36
New York,2,1,3683,1935,1204674.86
Los Angeles,2,1,4848,1920,1361889.37
New York,6,3,2642,1988,1313557.33
Charlotte,4,3,3907,2012,754947.52
San Francisco,4,3,4546,1970,2032223.04
Jacksonville,4,2,4532,1947,571654.71
Fort Worth,4,2,1151,1946,263344.31
Jacksonville,3,1,2741,1939,351961.01
Jacksonville,3,2,1906,1960,308209.64
San Jose,4,2,1577,2006,902901.03
Charlotte,3,1,3451,1944,524266.25
Dallas,5,1,2738,1987,541826.17
Columbus,2,1,1558,1922,171727.66
Philadelphia,4,2,3436,1923,553817.43
Los Angeles,5,2,1738,2009,920966.68
San Diego,6,4,4988,1958,1544225.05
Indianapolis,5,3,2693,1957,394355.7
San Antonio,5,4,1591,1978,355301.38
San Francisco,6,4,2064,1935,1189268.48
Austin,4,1,3067,1954,877043.07
Columbus,1,1,2167,1941,225320.91
Indianapolis,4,2,1756,1991,277766.04
San Jose,1,1,912,1968,390392.24
San Diego,1,1,2266,1988,642059.81
Indianapolis,4,3,3284,1945,439748.43
Seattle,3,2,2023,1987,680121.74
Seattle,3,1,4561,1946,1199807.03
Philadelphia,2,1,4727,1926,637921.64
New York,5,2,3869,2005,1673699.28
San Diego,5,4,2143,1928,755631.9
Seattle,6,1,4681,1959,1431734.04
San Jose,2,1,1281,1986,645869.16
Seattle,1,1,3912,1932,924250.91
Houston,5,3,4636,1932,727429.4
San Diego,1,1,4001,2024,1047787.91
Columbus,1,1,2109,1924,214602.28
Los Angeles,4,1,581,1928,347371.05
San Antonio,3,2,2901,1986,430322.52
Seattle,5,4,4652,1948,1364225.48
Indianapolis,6,4,4204,1966,570980.4
Los Angeles,2,1,3159,1937,898986.02
Austin,5,4,695,1949,463134.64
Houston,4,2,4463,1972,692967.66
Charlotte,4,3,1148,1936,282109.81
Austin,5,3,3274,1922,972004.96
Austin,3,2,2300,1953,640608.56
Fort Worth,1,1,747,1949,120986.94
Austin,5,3,1149,1969,575017.92
Los Angeles,4,3,1387,1937,669709.37
Jacksonville,1,1,1507,1998,217563.03
Charlotte,2,1,3634,1993,582958.36
Chicago,2,1,3717,1976,641242.85
San Francisco,6,2,2891,2014,1525915.74
New York,2,1,3145,1928,1023636.68
Houston,3,1,727,2004,219648.93
San Antonio,4,2,4359,1931,590034.65
Jacksonville,6,2,4927,2009,721662.02
Phoenix,2,1,766,1957,170152.03
Phoenix,3,2,812,1971,241596.0
Columbus,3,1,1425,1987,213938.01
Columbus,4,2,2825,2007,393046.33
Indianapolis,5,4,2271,1965,352661.69
Dallas,6,5,3650,1977,776003.12
Phoenix,5,4,1146,1958,363002.94
Houston,3,2,2092,1966,372170.79
San Jose,1,1,1260,2001,587161.62
Houston,5,3,795,2018,297494.65
Austin,1,1,672,1988,264328.06
Miami,5,4,3882,2002,1123820.11
New York,6,2,4575,2019,2031137.61
Austin,1,1,2061,1982,565475.33
Jacksonville,3,1,3034,2008,426097.51
Indianapolis,5,1,1621,1972,273614.1
Philadelphia,3,1,3942,1947,581545.37
Los Angeles,2,1,4762,1998,1505799.1
San Antonio,5,1,4313,1925,588484.02
New York,3,1,3411,1983,1322553.69
San Diego,5,3,4528,1993,1415414.21
San Diego,1,1,688,1956,228137.86
New York,3,1,1373,1920,578244.66
Seattle,6,5,3304,1971,1150143.47
Miami,6,4,1687,1999,757249.16
Dallas,2,1,2505,1965,410432.48
Los Angeles,6,3,2700,1995,1245809.33
Seattle,5,4,3302,2017,1194302.85
Dallas,2,1,1550,2000,295452.55
Houston,4,2,3977,1959,618339.95
Columbus,3,2,4554,1996,518536.64
Denver,6,4,1089,1971,528957.75
Indianapolis,4,1,4357,2008,524414.45
Fort Worth,4,3,2686,2008,511204.71
Seattle,5,4,3696,1976,1253279.9
Seattle,1,1,1314,1953,353341.88
Indianapolis,3,2,1844,1964,267724.57
Fort Worth,6,5,1682,2019,477004.5
San Jose,3,2,4571,1927,1681837.76
New York,1,1,3472,2023,1243890.2
Houston,6,2,3994,1952,625169.86
Seattle,5,1,788,1929,400831.84
Los Angeles,6,5,2420,1978,1143433.73
Phoenix,5,2,3436,1961,632416.59
Indianapolis,5,2,2615,1978,373857.92
Jacksonville,2,1,3830,1944,477254.0
San Antonio,2,1,4718,2010,614768.93
Seattle,3,1,2232,1969,702724.06
San Jose,6,4,2645,1937,1254628.18
Denver,3,1,4737,1925,915545.3
Miami,6,3,3067,1941,933716.31
Charlotte,5,3,1716,1955,414619.49
San Francisco,6,2,1202,1920,816498.25
San Diego,4,3,2658,1941,886901.39
Fort Worth,1,1,4461,2004,639038.14
Houston,5,2,3661,1994,619108.55
Indianapolis,3,2,2616,1942,328184.77
Dallas,5,4,2505,1983,530836.99
Jacksonville,6,4,4441,2003,689783.71
Seattle,5,2,1277,1958,562699.66
Los Angeles,4,3,4951,1939,1521622.66
Fort Worth,4,1,1430,1950,288924.78
Dallas,1,1,4411,1978,618908.21
Dallas,2,1,1636,1976,290548.45
Chicago,2,1,3855,2018,653066.87
San Jose,1,1,1200,2009,591269.05
Houston,2,1,2968,1927,403222.18
Columbus,3,2,3169,1945,368326.72
Houston,2,1,3850,1940,518607.56
Denver,2,1,2587,1964,546122.49
San Antonio,2,1,621,1949,122041.95
Seattle,5,2,1463,1979,649614.33
San Antonio,4,3,3951,1931,549067.32
San Diego,1,1,4669,1967,1194956.76
Jacksonville,2,1,1984,1926,257362.15
Indianapolis,3,2,3698,1938,443681.76
Seattle,6,2,4287,1945,1234126.85
San Diego,1,1,588,2018,308491.06
Austin,4,1,4713,1925,1162366.1
Indianapolis,1,1,2132,1985,256057.45
Fort Worth,5,2,1974,1950,372875.18
Houston,5,2,2762,2014,508467.16
Charlotte,2,1,4112,1987,653028.57
Philadelphia,5,4,3867,2009,754078.07
Seattle,5,2,2819,2003,960533.07
Miami,4,1,889,2005,444095.49
Seattle,6,4,2568,1962,968835.33
Columbus,3,1,2110,1979,283012.21
New York,1,1,3438,1977,1171614.83
Indianapolis,4,3,989,1944,193864.64
Columbus,5,1,4522,1925,529025.66
Seattle,5,1,4102,2007,1302557.63
Fort Worth,3,1,3539,1956,519004.47
Chicago,6,1,1173,1928,341199.38
Jacksonville,5,1,4096,1971,571738.55
Jacksonville,4,1,1522,1953,255781.09
San Francisco,4,3,4862,1945,2094322.48
Seattle,2,1,3924,1938,970301.56
San Antonio,6,3,1802,1969,365731.38
San Jose,4,2,4451,1923,1662029.73
Indianapolis,4,1,1468,1920,211818.06
Fort Worth,3,2,3873,1930,531669.64
Austin,1,1,2054,1926,480694.79
Charlotte,4,3,2048,2017,477848.62
San Antonio,5,4,4634,1963,642391.13
San Jose,4,1,2936,1987,1290098.39
San Antonio,4,1,808,1981,205927.56
Indianapolis,3,2,1772,1944,251003.27
Jacksonville,4,2,927,1953,203690.68
Miami,2,1,1594,1993,482548.67
Chicago,5,2,623,1979,284400.67
San Antonio,2,1,704,1991,154549.41
Charlotte,2,1,1884,1970,342981.02
New York,1,1,2328,1957,826312.95
Indianapolis,6,2,3885,1931,514031.77
Indianapolis,3,1,4833,2017,565080.89
Los Angeles,4,2,793,1957,482346.64
San Diego,6,1,2125,1999,874580.97
Miami,4,1,4042,2019,1102236.81
Los Angeles,3,2,2784,1996,1073239.62
New York,6,2,4062,2022,1781275.4
San Diego,2,1,1916,1989,617471.76
Dallas,5,3,4467,1921,707081.01
San Francisco,6,2,2966,1977,1473745.61
Columbus,6,1,2601,1960,376178.63
Columbus,4,2,4588,2024,577733.46
Seattle,5,1,3996,1990,1223747.95
New York,2,1,3890,1986,1315326.42
Denver,6,1,3673,1981,918668.47
Columbus,2,1,942,2024,186030.1
San Antonio,5,2,1004,2001,286503.57
Los Angeles,3,2,2951,1960,985038.27
Dallas,3,2,3061,1967,522807.19
Philadelphia,6,1,2727,1972,545660.78
Fort Worth,4,2,2277,1922,370078.53
New York,3,2,2621,1993,1080221.19
San Francisco,6,4,3703,1964,1844913.68
Los Angeles,6,2,2581,2009,1147158.1
Philadelphia,1,1,574,1923,82309.89
San Diego,1,1,4505,1922,1006904.27
Los Angeles,6,3,2205,1994,1065593.57
San Antonio,3,2,4603,1948,582540.45
San Francisco,1,1,2668,2016,1157427.85
San Francisco,1,1,3449,1956,1298537.62
San Francisco,5,2,4148,1940,1818876.71
San Antonio,4,1,953,1955,200130.14
Charlotte,1,1,4341,1956,633096.84
Dallas,3,1,717,2004,220316.44
Miami,4,3,3968,1988,1100314.51
Los Angeles,5,2,1237,1935,640280.71
New York,3,2,4328,1968,1546293.09
San Antonio,6,2,2167,2021,445365.64
Philadelphia,6,3,3162,2013,674821.0
Indianapolis,5,2,4956,1921,592813.97
Fort Worth,5,2,3383,1975,597388.59
San Francisco,4,3,4794,1960,1916521.99
Dallas,5,1,1198,1947,294563.0
Charlotte,4,1,1721,1930,334047.27
Fort Worth,4,1,1101,1971,261116.34
New York,2,1,639,1994,417757.07
Fort Worth,1,1,1508,1958,222043.8
Philadelphia,2,1,1751,1924,277339.58
Fort Worth,6,3,1112,1969,343330.16
San Antonio,4,3,4933,2004,709749.44
Phoenix,3,2,1710,1931,310268.7
Miami,5,3,4306,2005,1181800.58
Chicago,2,1,4380,1987,728916.21
Phoenix,2,1,3647,1934,532908.28
San Diego,5,4,3531,1981,1133077.91
Fort Worth,1,1,4963,2023,668056.57
Austin,3,2,2864,1994,814417.56
Fort Worth,4,3,2504,1937,418169.24
Dallas,2,1,3413,2010,582491.05
Phoenix,3,1,3523,2022,629648.02
New York,2,1,3603,1939,1250403.25
Chicago,4,3,1359,1936,329394.26
Philadelphia,2,1,1546,1953,259845.17
Phoenix,6,1,3741,1954,641841.65
Columbus,4,3,3535,1925,438254.45
Austin,5,2,2584,1922,786468.25
Fort Worth,3,2,1905,2007,359363.42
San Antonio,3,2,751,1974,193668.14
Austin,5,4,4475,1979,1291609.37
San Diego,4,2,3550,2022,1096496.05
Jacksonville,2,1,3918,1944,460534.57
Fort Worth,3,1,4353,1957,637804.83
Philadelphia,2,1,4067,1945,579238.73
San Francisco,6,3,2320,1957,1279723.41
Houston,5,2,4108,2016,690076.3
Dallas,6,5,2456,2024,625096.84
Los Angeles,3,2,2343,1941,836717.69
Philadelphia,1,1,2179,1999,367652.37
Miami,5,1,3953,1944,1049599.69
Houston,6,5,2569,1923,504627.11
San Antonio,6,3,2767,1961,451187.39
Miami,1,1,4673,1932,1008066.2
Charlotte,4,2,4961,1942,797405.67
San Diego,1,1,1137,1977,352801.88
Austin,6,1,3609,1996,1082615.56
San Francisco,3,2,1923,1934,889968.78
Chicago,3,2,2860,1926,500049.2
San Francisco,6,5,1462,1988,1193040.82
New York,5,3,1959,1971,1004313.29
New York,5,3,933,1935,628163.68
Indianapolis,6,3,4947,2015,635017.76
Miami,2,1,3227,1972,783310.53
Chicago,2,1,1514,1921,245896.68
Columbus,1,1,3067,1999,342955.2
Seattle,5,2,4347,1970,1286218.19
Los Angeles,3,2,828,1955,419494.73
Seattle,5,2,1049,1946,507306.62
New York,1,1,2250,2019,904449.67
San Francisco,5,2,3433,1944,1576707.59
San Jose,1,1,4300,1993,1484959.73
San Jose,1,1,3607,1947,1213749.88
San Antonio,3,2,2858,1977,432698.93
Charlotte,2,1,2468,2011,435028.44
Austin,2,1,3576,1982,912845.06
Indianapolis,1,1,1347,2013,194430.08
Charlotte,4,2,760,2020,291596.97
Miami,6,2,819,2013,568181.87
San Diego,3,1,1490,2007,559349.91
San Jose,5,1,4412,1965,1733718.19
San Antonio,5,3,4900,1968,694208.52
Philadelphia,2,1,1737,1964,301946.72
Phoenix,4,3,2740,1957,507279.61
Fort Worth,2,1,1763,1972,273122.66
Miami,1,1,805,2000,277152.67
San Francisco,2,1,4163,1991,1601612.8
Columbus,2,1,2881,1949,311940.8
Seattle,2,1,4837,2005,1301922.44
Los Angeles,5,1,1729,1956,736233.9
Houston,2,1,4252,1968,559057.83
Austin,4,3,2654,2015,942768.7
Charlotte,2,1,4044,1966,607589.71
San Antonio,5,1,3822,1944,549864.93
Houston,2,1,3769,1993,523907.8
Los Angeles,1,1,2524,1925,666804.84
Dallas,3,1,4483,1981,686418.78
San Antonio,4,1,3204,1953,452114.21
Los Angeles,5,1,3162,2014,1288398.66
Jacksonville,1,1,1856,1924,204373.35
San Diego,2,1,867,2010,412925.14
Seattle,2,1,1304,1923,345695.77
San Francisco,6,2,1276,1999,1058556.86
Columbus,5,4,1039,1991,270736.03
Seattle,1,1,4388,2001,1119886.25
Miami,4,3,626,1994,429022.61
San Antonio,1,1,2378,1961,293035.1
Dallas,3,2,620,1982,210985.79
Miami,4,1,3880,1947,962894.73
Phoenix,1,1,2973,1940,416470.28
San Francisco,4,3,920,1983,783690.03
Seattle,6,4,2916,1999,1160300.59
Los Angeles,1,1,4176,1931,1148236.45
Chicago,1,1,2045,1934,324259.38
Seattle,5,2,3011,1921,886378.71
Fort Worth,1,1,1106,2024,216683.98
Charlotte,2,1,4912,1983,726939.34
Indianapolis,3,2,1353,2016,255709.71
Indianapolis,2,1,1867,1928,209807.32
Los Angeles,4,2,4046,2020,1461221.26
Columbus,4,2,2489,1929,307763.64
Jacksonville,4,2,4715,1989,648384.85
San Diego,2,1,3306,1953,863832.65
Dallas,4,1,2434,1982,469144.36
Chicago,3,2,1089,1995,305247.89
Dallas,6,1,2312,1998,505824.78
Jacksonville,1,1,2516,1954,314997.87
Columbus,4,1,4815,1981,556414.38
Phoenix,4,2,858,1994,297954.65
Philadelphia,6,5,3989,1942,725729.69
Chicago,3,2,4953,1992,837383.19
Jacksonville,2,1,3752,1948,432516.17
Fort Worth,6,1,4985,1970,748267.89
San Francisco,2,1,933,1957,505765.67
San Antonio,4,1,2528,1939,345374.5
Chicago,5,1,1511,1954,360739.33
Jacksonville,2,1,1410,1961,220725.27
Jacksonville,2,1,2041,1981,282957.74
Chicago,5,4,1465,1963,455841.44
Miami,4,1,2245,1952,616378.35
New York,5,3,1551,2019,984685.74
San Francisco,1,1,1276,2008,637460.07
Houston,5,4,1573,2013,427859.61
Indianapolis,5,2,553,1932,151942.52
Miami,6,5,587,1950,472674.66
New York,2,1,508,1994,397974.72
Dallas,5,1,3825,1957,667367.78
Indianapolis,4,3,4658,2015,580164.47
Fort Worth,3,1,1404,1963,262461.36
Seattle,2,1,4466,1954,1173429.5
Miami,3,2,1049,2011,452595.76
Fort Worth,6,2,4753,2011,751646.18
Jacksonville,1,1,3903,1943,441053.21
Indianapolis,1,1,3903,1925,381021.64
Miami,3,2,4925,1977,1249331.3
Dallas,2,1,1877,1966,330452.73
Austin,1,1,3980,2004,1010209.69
Philadelphia,1,1,4280,1995,666280.31
San Antonio,6,4,2420,1986,463296.45
Charlotte,3,1,1590,1968,318715.52
Houston,2,1,638,1943,121533.86
San Francisco,5,4,4324,2015,2096543.59
Chicago,1,1,1243,1932,197637.86
Jacksonville,1,1,3557,1922,410554.69
San Jose,1,1,2014,2012,809775.28
Miami,6,2,2296,1928,706682.1
Indianapolis,3,2,1844,2022,309555.59
San Antonio,2,1,4979,2022,666299.95
Charlotte,4,3,1990,1999,450993.96
Austin,2,1,1534,1983,466786.18
Chicago,2,1,3167,1990,557524.53
San Francisco,5,3,3011,1955,1520408.39
New York,5,1,2214,2019,1173533.94
Jacksonville,3,2,4205,1991,551485.5
Miami,2,1,1606,1975,462327.23
Miami,1,1,1940,2008,531945.21
Indianapolis,1,1,4286,2012,454535.79
Houston,5,4,4677,1979,776853.66
Columbus,5,3,1276,1948,245308.17
Charlotte,3,2,3755,1945,613644.09
Los Angeles,1,1,872,1982,341533.84
Houston,5,2,1211,1923,272340.59
Miami,1,1,4714,1984,1086396.8
Charlotte,3,2,4239,2024,714910.68
Houston,4,1,4779,1940,672235.91
Austin,4,1,4502,2005,1295770.18
Indianapolis,5,3,1679,1965,293804.56
Austin,5,3,3802,1939,1130914.34
Chicago,5,3,2957,1996,689065.88
Philadelphia,4,2,3067,1996,575059.58
Denver,6,5,4301,2016,1144512.57
Fort Worth,2,1,3236,1932,429583.77
Indianapolis,1,1,2058,1999,248849.33
San Antonio,1,1,591,1939,86121.26
Chicago,2,1,2472,2007,489373.19
Chicago,2,1,4477,1929,666079.57
Houston,5,2,1631,2008,393722.58
